id_venta,fecha,cliente_id,cantidad,stock,nombre,categoria,precio
427,11/08/2024,132,5,4769,Manies,Galletitas y Snacks,4400
428,03/03/2024,308,4,3637,Jugos de frutas,Bebidas,7600
429,18/12/2024,10,3,3637,Jugos de frutas,Bebidas,7600
430,10/10/2024,26,2,1640,Pizza congelada,Congelados,12400
431,15/04/2024,231,1,2837,Papas chips,Galletitas y Snacks,6800
432,30/03/2024,197,5,1640,Pizza congelada,Congelados,12400
433,31/03/2024,218,6,2455,Cerveza,Bebidas,9200
434,18/02/2024,90,1,3731,Papas fritas,Congelados,6600
435,17/10/2024,70,3,2771,Galletitas de agua,Galletitas y Snacks,4200
436,09/12/2024,190,4,1506,Garbanzos,Conservas,2900
437,12/03/2024,211,5,4043,Medialunas,Panaderia,2800
438,08/03/2024,307,5,2455,Cerveza,Bebidas,9200
439,19/10/2024,207,2,4578,Lentejas,Conservas,2600
440,25/11/2024,269,1,1363,Vino tinto,Bebidas,10800
441,07/02/2024,21,6,4068,Chorizo,Carniceria,9000
442,08/09/2024,48,3,4769,Manies,Galletitas y Snacks,4400
443,18/11/2024,263,2,4051,Pollo,Carniceria,14800
444,09/03/2024,164,6,4051,Pollo,Carniceria,14800
445,24/06/2024,296,4,2908,Empanadas,Congelados,10800
446,09/11/2024,234,3,1640,Pizza congelada,Congelados,12400
447,19/02/2024,249,5,4978,Agua mineral,Bebidas,5000
448,01/02/2024,5,3,4041,Tomates,Frutas y Verduras,5200
449,13/05/2024,21,4,4769,Manies,Galletitas y Snacks,4400
450,18/06/2024,235,5,2099,Queso rallado,Lacteos,15400
451,27/09/2024,290,3,4068,Chorizo,Carniceria,9000
452,29/02/2024,115,5,2099,Queso rallado,Lacteos,15400
453,07/04/2024,75,2,1619,Pan frances,Panaderia,6500
454,19/02/2024,131,5,2228,Pan integral,Panaderia,10000
455,06/05/2024,4,4,4978,Agua mineral,Bebidas,5000
456,24/12/2024,105,2,2099,Queso rallado,Lacteos,15400
457,09/07/2024,154,5,2771,Galletitas de agua,Galletitas y Snacks,4200
458,27/10/2024,102,4,2429,Costilla de cerdo,Carniceria,11400
459,13/02/2024,128,4,2908,Empanadas,Congelados,10800
460,27/06/2024,166,3,4978,Agua mineral,Bebidas,5000
461,20/05/2024,185,1,3189,Tortas,Panaderia,12200
462,24/09/2024,100,5,5057,Galletitas de chocolate,Galletitas y Snacks,5000
463,23/09/2024,280,4,5057,Galletitas de chocolate,Galletitas y Snacks,5000
464,26/03/2024,323,4,4929,Manteca,Lacteos,4500
465,29/11/2024,93,6,1363,Vino tinto,Bebidas,10800
466,04/06/2024,7,4,4051,Pollo,Carniceria,14800
467,08/11/2024,271,6,4769,Manies,Galletitas y Snacks,4400
468,29/03/2024,45,5,3383,Manzanas,Frutas y Verduras,5200
469,26/03/2024,134,4,3383,Manzanas,Frutas y Verduras,5200
470,23/09/2024,62,4,1619,Pan frances,Panaderia,6500
471,07/02/2024,108,6,1619,Pan frances,Panaderia,6500
472,03/05/2024,123,4,2837,Papas chips,Galletitas y Snacks,6800
473,14/07/2024,229,4,2455,Cerveza,Bebidas,9200
474,02/07/2024,25,3,4720,Bananas,Frutas y Verduras,5800
475,27/07/2024,314,5,4578,Lentejas,Conservas,2600
476,05/09/2024,209,5,2182,Atun enlatado,Conservas,5000
477,11/11/2024,102,6,5137,Asado,Carniceria,22800
478,25/09/2024,108,1,2771,Galletitas de agua,Galletitas y Snacks,4200
479,22/08/2024,23,4,3637,Jugos de frutas,Bebidas,7600
480,06/11/2024,161,2,1619,Pan frances,Panaderia,6500
481,16/02/2024,109,3,4041,Tomates,Frutas y Verduras,5200
482,11/12/2024,76,6,2182,Atun enlatado,Conservas,5000
483,02/12/2024,230,6,1640,Pizza congelada,Congelados,12400
484,06/02/2024,168,1,1437,Arroz,Conservas,3400
485,27/05/2024,136,1,1541,Lechugas,Frutas y Verduras,3400
486,05/08/2024,151,3,1437,Arroz,Conservas,3400
487,05/08/2024,93,2,4578,Lentejas,Conservas,2600
488,12/02/2024,47,2,3125,Facturas,Panaderia,9900
489,18/07/2024,152,6,4978,Agua mineral,Bebidas,5000
490,15/11/2024,20,6,4929,Manteca,Lacteos,4500
491,04/04/2024,25,5,4929,Manteca,Lacteos,4500
492,01/02/2024,114,6,2455,Cerveza,Bebidas,9200
493,01/09/2024,273,3,3140,Milanesa,Carniceria,13000
494,08/08/2024,143,6,3140,Milanesa,Carniceria,13000
495,08/06/2024,153,5,1437,Arroz,Conservas,3400
496,02/12/2024,137,1,2837,Papas chips,Galletitas y Snacks,6800
497,05/02/2024,169,6,4929,Manteca,Lacteos,4500
498,22/08/2024,299,6,1541,Lechugas,Frutas y Verduras,3400
499,17/09/2024,197,1,3358,Yogur,Lacteos,4200
500,20/07/2024,175,3,1437,Arroz,Conservas,3400
501,26/11/2024,317,5,1437,Arroz,Conservas,3400
502,10/08/2024,231,1,3731,Papas fritas,Congelados,6600
503,05/02/2024,169,5,4929,Manteca,Lacteos,4500
504,16/12/2024,179,6,4720,Bananas,Frutas y Verduras,5800
505,15/05/2024,316,5,2182,Atun enlatado,Conservas,5000
506,16/06/2024,287,6,4978,Agua mineral,Bebidas,5000
507,01/07/2024,73,6,2182,Atun enlatado,Conservas,5000
508,26/08/2024,14,3,5057,Galletitas de chocolate,Galletitas y Snacks,5000
509,07/11/2024,136,3,2182,Atun enlatado,Conservas,5000
510,15/06/2024,250,3,2429,Costilla de cerdo,Carniceria,11400
511,29/03/2024,98,6,2771,Galletitas de agua,Galletitas y Snacks,4200
512,05/06/2024,106,6,2800,Zanahorias,Frutas y Verduras,2600
513,17/11/2024,278,6,1640,Pizza congelada,Congelados,12400
514,20/07/2024,298,5,2182,Atun enlatado,Conservas,5000
515,26/07/2024,35,3,2228,Pan integral,Panaderia,10000
516,02/06/2024,83,2,3383,Manzanas,Frutas y Verduras,5200
517,02/10/2024,307,5,2182,Atun enlatado,Conservas,5000
518,02/09/2024,314,3,3189,Tortas,Panaderia,12200
519,18/07/2024,174,3,2182,Atun enlatado,Conservas,5000
520,25/08/2024,208,4,2837,Papas chips,Galletitas y Snacks,6800
521,14/08/2024,140,6,1688,Hamburgesas congeladas,Congelados,7600
522,15/09/2024,58,4,1688,Hamburgesas congeladas,Congelados,7600
523,22/04/2024,107,2,1619,Pan frances,Panaderia,6500
524,10/05/2024,54,4,4068,Chorizo,Carniceria,9000
525,03/10/2024,311,4,4769,Manies,Galletitas y Snacks,4400
526,31/08/2024,321,4,5057,Galletitas de chocolate,Galletitas y Snacks,5000
527,08/09/2024,13,6,2429,Costilla de cerdo,Carniceria,11400
528,03/07/2024,93,2,1506,Garbanzos,Conservas,2900
529,29/12/2024,212,6,1619,Pan frances,Panaderia,6500
530,19/10/2024,31,6,2771,Galletitas de agua,Galletitas y Snacks,4200
531,29/07/2024,24,2,4978,Agua mineral,Bebidas,5000
532,10/04/2024,233,3,3327,Leche,Lacteos,9800
533,22/06/2024,83,2,2099,Queso rallado,Lacteos,15400
534,23/09/2024,56,5,3327,Leche,Lacteos,9800
535,04/09/2024,167,3,3125,Facturas,Panaderia,9900
536,07/07/2024,117,1,3189,Tortas,Panaderia,12200
537,13/03/2024,262,6,3167,Queso cremoso,Lacteos,13800
538,23/07/2024,243,1,1506,Garbanzos,Conservas,2900
539,18/02/2024,274,2,3125,Facturas,Panaderia,9900
540,16/08/2024,26,4,3189,Tortas,Panaderia,12200
541,10/10/2024,106,4,2800,Zanahorias,Frutas y Verduras,2600
542,19/05/2024,64,1,4043,Medialunas,Panaderia,2800
543,05/10/2024,162,1,3140,Milanesa,Carniceria,13000
544,04/11/2024,252,3,1688,Hamburgesas congeladas,Congelados,7600
545,28/02/2024,20,4,1688,Hamburgesas congeladas,Congelados,7600
546,04/02/2024,66,3,4041,Tomates,Frutas y Verduras,5200
547,17/04/2024,69,2,3545,Cebolla,Frutas y Verduras,3400
548,15/07/2024,229,6,1363,Vino tinto,Bebidas,10800
549,18/07/2024,211,3,2099,Queso rallado,Lacteos,15400
550,02/08/2024,221,5,2099,Queso rallado,Lacteos,15400
551,07/07/2024,146,6,4068,Chorizo,Carniceria,9000
552,21/09/2024,286,1,3383,Manzanas,Frutas y Verduras,5200
553,08/10/2024,255,5,2800,Zanahorias,Frutas y Verduras,2600
554,29/05/2024,132,5,1363,Vino tinto,Bebidas,10800
555,22/07/2024,234,5,4978,Agua mineral,Bebidas,5000
556,07/03/2024,104,5,3731,Papas fritas,Congelados,6600
557,09/07/2024,208,3,3140,Milanesa,Carniceria,13000
558,25/11/2024,33,5,1688,Hamburgesas congeladas,Congelados,7600
559,27/03/2024,97,5,2908,Empanadas,Congelados,10800
560,12/07/2024,300,1,3731,Papas fritas,Congelados,6600
561,16/09/2024,9,6,2182,Atun enlatado,Conservas,5000
562,21/12/2024,248,1,2228,Pan integral,Panaderia,10000
563,30/12/2024,272,5,1640,Pizza congelada,Congelados,12400
564,14/10/2024,11,5,1437,Arroz,Conservas,3400
565,22/08/2024,244,1,4041,Tomates,Frutas y Verduras,5200
566,29/09/2024,109,1,3189,Tortas,Panaderia,12200
567,18/12/2024,255,5,1437,Arroz,Conservas,3400
568,23/09/2024,230,3,2771,Galletitas de agua,Galletitas y Snacks,4200
569,15/10/2024,184,4,1640,Pizza congelada,Congelados,12400
570,26/06/2024,185,5,4041,Tomates,Frutas y Verduras,5200
571,23/12/2024,262,4,1363,Vino tinto,Bebidas,10800
572,17/02/2024,95,5,4720,Bananas,Frutas y Verduras,5800
573,25/05/2024,264,6,2429,Costilla de cerdo,Carniceria,11400
574,23/07/2024,17,5,3383,Manzanas,Frutas y Verduras,5200
575,16/08/2024,112,1,5137,Asado,Carniceria,22800
576,17/09/2024,30,5,4978,Agua mineral,Bebidas,5000
577,26/02/2024,169,1,3167,Queso cremoso,Lacteos,13800
578,27/06/2024,180,2,4043,Medialunas,Panaderia,2800
579,16/06/2024,144,1,3731,Papas fritas,Congelados,6600
580,04/06/2024,195,1,5057,Galletitas de chocolate,Galletitas y Snacks,5000
581,08/04/2024,297,1,5137,Asado,Carniceria,22800
582,09/09/2024,266,3,2800,Zanahorias,Frutas y Verduras,2600
583,21/08/2024,7,3,4978,Agua mineral,Bebidas,5000
584,05/08/2024,99,4,1726,Salchicha,Carniceria,9000
585,28/12/2024,192,3,3545,Cebolla,Frutas y Verduras,3400
586,13/06/2024,128,2,1640,Pizza congelada,Congelados,12400
587,02/09/2024,317,5,1541,Lechugas,Frutas y Verduras,3400
588,18/11/2024,261,2,1640,Pizza congelada,Congelados,12400
589,16/12/2024,159,4,3189,Tortas,Panaderia,12200
590,31/03/2024,194,6,2228,Pan integral,Panaderia,10000
591,05/08/2024,111,5,1506,Garbanzos,Conservas,2900
592,28/04/2024,102,6,4929,Manteca,Lacteos,4500
593,06/02/2024,258,4,1726,Salchicha,Carniceria,9000
594,10/08/2024,261,4,4929,Manteca,Lacteos,4500
595,24/06/2024,271,5,4978,Agua mineral,Bebidas,5000
596,15/09/2024,169,5,3327,Leche,Lacteos,9800
597,12/06/2024,250,6,2429,Costilla de cerdo,Carniceria,11400
598,21/04/2024,186,1,2099,Queso rallado,Lacteos,15400
599,30/06/2024,61,6,1506,Garbanzos,Conservas,2900
600,09/04/2024,142,2,3125,Facturas,Panaderia,9900
601,29/08/2024,193,6,1640,Pizza congelada,Congelados,12400
602,10/10/2024,53,1,1437,Arroz,Conservas,3400
603,14/06/2024,249,4,3327,Leche,Lacteos,9800
604,26/09/2024,321,3,5137,Asado,Carniceria,22800
605,16/10/2024,299,4,4929,Manteca,Lacteos,4500
606,07/03/2024,46,2,1541,Lechugas,Frutas y Verduras,3400
607,14/03/2024,251,5,4051,Pollo,Carniceria,14800
608,22/03/2024,105,5,3125,Facturas,Panaderia,9900
609,13/11/2024,241,4,4769,Manies,Galletitas y Snacks,4400
610,03/03/2024,197,3,2182,Atun enlatado,Conservas,5000
611,19/11/2024,119,6,2182,Atun enlatado,Conservas,5000
612,24/05/2024,307,4,3637,Jugos de frutas,Bebidas,7600
613,25/10/2024,325,3,4978,Agua mineral,Bebidas,5000
614,06/05/2024,245,3,4769,Manies,Galletitas y Snacks,4400
615,07/09/2024,205,4,3383,Manzanas,Frutas y Verduras,5200
616,13/06/2024,125,1,1541,Lechugas,Frutas y Verduras,3400
617,26/04/2024,313,6,3140,Milanesa,Carniceria,13000
618,30/09/2024,31,3,1506,Garbanzos,Conservas,2900
619,14/07/2024,121,2,1437,Arroz,Conservas,3400
620,08/03/2024,257,6,2800,Zanahorias,Frutas y Verduras,2600
621,11/02/2024,166,3,3167,Queso cremoso,Lacteos,13800
622,16/06/2024,244,1,1363,Vino tinto,Bebidas,10800
623,06/06/2024,86,1,3125,Facturas,Panaderia,9900
624,03/09/2024,297,1,4578,Lentejas,Conservas,2600
625,30/04/2024,11,1,4720,Bananas,Frutas y Verduras,5800
626,05/06/2024,324,1,2800,Zanahorias,Frutas y Verduras,2600
627,15/02/2024,312,6,2908,Empanadas,Congelados,10800
628,18/06/2024,245,1,2182,Atun enlatado,Conservas,5000
629,24/10/2024,157,1,3125,Facturas,Panaderia,9900
630,18/10/2024,290,5,4720,Bananas,Frutas y Verduras,5800
631,01/08/2024,120,1,1541,Lechugas,Frutas y Verduras,3400
632,01/09/2024,50,5,4578,Lentejas,Conservas,2600
633,19/08/2024,121,3,3637,Jugos de frutas,Bebidas,7600
634,15/09/2024,14,5,3140,Milanesa,Carniceria,13000
635,25/09/2024,261,2,4929,Manteca,Lacteos,4500
636,01/06/2024,185,6,2771,Galletitas de agua,Galletitas y Snacks,4200
637,24/09/2024,176,6,2837,Papas chips,Galletitas y Snacks,6800
638,09/11/2024,236,6,1688,Hamburgesas congeladas,Congelados,7600
639,25/08/2024,279,3,2455,Cerveza,Bebidas,9200
640,26/08/2024,316,1,3637,Jugos de frutas,Bebidas,7600
641,16/02/2024,184,5,3383,Manzanas,Frutas y Verduras,5200
642,29/05/2024,240,5,1688,Hamburgesas congeladas,Congelados,7600
643,06/12/2024,93,5,4043,Medialunas,Panaderia,2800
644,06/07/2024,232,5,4051,Pollo,Carniceria,14800
645,16/10/2024,188,1,3167,Queso cremoso,Lacteos,13800
646,12/07/2024,25,5,4978,Agua mineral,Bebidas,5000
647,27/09/2024,286,5,4041,Tomates,Frutas y Verduras,5200
648,16/07/2024,198,6,1437,Arroz,Conservas,3400
649,04/10/2024,128,4,3125,Facturas,Panaderia,9900
650,31/05/2024,242,3,4051,Pollo,Carniceria,14800
651,15/04/2024,150,6,3140,Milanesa,Carniceria,13000
652,21/05/2024,316,1,3731,Papas fritas,Congelados,6600
653,15/10/2024,29,1,3167,Queso cremoso,Lacteos,13800
654,22/09/2024,174,6,1363,Vino tinto,Bebidas,10800
655,16/05/2024,24,3,1541,Lechugas,Frutas y Verduras,3400
656,13/03/2024,35,5,5137,Asado,Carniceria,22800
657,07/04/2024,57,1,4578,Lentejas,Conservas,2600
658,10/11/2024,29,5,2908,Empanadas,Congelados,10800
659,01/05/2024,213,2,3327,Leche,Lacteos,9800
660,16/06/2024,205,3,3167,Queso cremoso,Lacteos,13800
661,13/11/2024,151,6,2800,Zanahorias,Frutas y Verduras,2600
662,21/11/2024,214,5,4769,Manies,Galletitas y Snacks,4400
663,08/07/2024,183,2,4720,Bananas,Frutas y Verduras,5800
664,04/10/2024,264,3,2837,Papas chips,Galletitas y Snacks,6800
665,31/08/2024,151,5,2429,Costilla de cerdo,Carniceria,11400
666,21/07/2024,20,3,2429,Costilla de cerdo,Carniceria,11400
667,07/11/2024,189,5,3189,Tortas,Panaderia,12200
668,29/10/2024,160,3,4051,Pollo,Carniceria,14800
669,28/03/2024,44,4,4041,Tomates,Frutas y Verduras,5200
670,29/08/2024,80,3,4068,Chorizo,Carniceria,9000
671,17/07/2024,286,1,3545,Cebolla,Frutas y Verduras,3400
672,12/11/2024,63,2,2182,Atun enlatado,Conservas,5000
673,18/08/2024,257,3,1619,Pan frances,Panaderia,6500
674,01/11/2024,157,2,2771,Galletitas de agua,Galletitas y Snacks,4200
675,20/10/2024,168,4,1688,Hamburgesas congeladas,Congelados,7600
676,17/08/2024,291,6,2182,Atun enlatado,Conservas,5000
677,11/04/2024,291,3,2429,Costilla de cerdo,Carniceria,11400
678,18/10/2024,47,1,4978,Agua mineral,Bebidas,5000
679,16/08/2024,137,2,2429,Costilla de cerdo,Carniceria,11400
680,04/02/2024,112,2,1506,Garbanzos,Conservas,2900
681,13/02/2024,14,3,2455,Cerveza,Bebidas,9200
682,20/07/2024,200,2,3383,Manzanas,Frutas y Verduras,5200
683,11/06/2024,200,3,1437,Arroz,Conservas,3400
684,13/05/2024,180,3,1688,Hamburgesas congeladas,Congelados,7600
685,11/06/2024,201,2,1541,Lechugas,Frutas y Verduras,3400
686,07/05/2024,171,1,3189,Tortas,Panaderia,12200
687,09/11/2024,43,2,1363,Vino tinto,Bebidas,10800
688,07/07/2024,82,6,3731,Papas fritas,Congelados,6600
689,26/07/2024,187,3,2837,Papas chips,Galletitas y Snacks,6800
690,21/11/2024,166,4,1619,Pan frances,Panaderia,6500
691,21/02/2024,175,1,3125,Facturas,Panaderia,9900
692,02/05/2024,303,5,3167,Queso cremoso,Lacteos,13800
693,03/12/2024,15,4,4068,Chorizo,Carniceria,9000
694,15/06/2024,114,5,4041,Tomates,Frutas y Verduras,5200
695,13/12/2024,202,3,4051,Pollo,Carniceria,14800
696,15/02/2024,76,3,2228,Pan integral,Panaderia,10000
697,27/09/2024,21,6,4041,Tomates,Frutas y Verduras,5200
698,08/11/2024,225,6,1541,Lechugas,Frutas y Verduras,3400
699,01/06/2024,252,6,4043,Medialunas,Panaderia,2800
700,04/07/2024,134,3,3140,Milanesa,Carniceria,13000
701,29/07/2024,77,2,2800,Zanahorias,Frutas y Verduras,2600
702,02/09/2024,308,2,1640,Pizza congelada,Congelados,12400
703,10/08/2024,126,5,2908,Empanadas,Congelados,10800
704,25/11/2024,105,6,1363,Vino tinto,Bebidas,10800
705,14/03/2024,185,2,3383,Manzanas,Frutas y Verduras,5200
706,22/05/2024,287,1,3327,Leche,Lacteos,9800
707,20/07/2024,216,4,3140,Milanesa,Carniceria,13000
708,14/04/2024,164,3,3383,Manzanas,Frutas y Verduras,5200
709,10/11/2024,20,2,2228,Pan integral,Panaderia,10000
710,05/06/2024,292,6,4978,Agua mineral,Bebidas,5000
711,01/06/2024,149,4,1437,Arroz,Conservas,3400
712,09/10/2024,247,4,4043,Medialunas,Panaderia,2800
713,27/02/2024,64,2,3125,Facturas,Panaderia,9900
714,01/10/2024,237,2,3189,Tortas,Panaderia,12200
715,12/05/2024,281,1,1726,Salchicha,Carniceria,9000
716,21/08/2024,289,3,2455,Cerveza,Bebidas,9200
717,29/05/2024,304,5,2182,Atun enlatado,Conservas,5000
718,20/11/2024,292,1,3383,Manzanas,Frutas y Verduras,5200
719,26/08/2024,148,6,3383,Manzanas,Frutas y Verduras,5200
720,21/09/2024,180,3,2429,Costilla de cerdo,Carniceria,11400
721,29/12/2024,148,2,3189,Tortas,Panaderia,12200
722,05/10/2024,136,5,2771,Galletitas de agua,Galletitas y Snacks,4200
723,21/05/2024,101,3,2429,Costilla de cerdo,Carniceria,11400
724,20/04/2024,298,2,2099,Queso rallado,Lacteos,15400
725,22/08/2024,234,2,2800,Zanahorias,Frutas y Verduras,2600
726,10/09/2024,161,2,5057,Galletitas de chocolate,Galletitas y Snacks,5000
727,04/05/2024,241,6,2099,Queso rallado,Lacteos,15400
728,16/05/2024,193,1,3731,Papas fritas,Congelados,6600
729,29/08/2024,288,3,1726,Salchicha,Carniceria,9000
730,18/06/2024,201,6,1688,Hamburgesas congeladas,Congelados,7600
731,20/11/2024,314,2,1541,Lechugas,Frutas y Verduras,3400
732,24/08/2024,155,6,2228,Pan integral,Panaderia,10000
733,16/06/2024,111,3,2455,Cerveza,Bebidas,9200
734,08/02/2024,212,5,4578,Lentejas,Conservas,2600
735,16/02/2024,183,2,1541,Lechugas,Frutas y Verduras,3400
736,27/09/2024,325,6,4929,Manteca,Lacteos,4500
737,27/03/2024,48,1,1363,Vino tinto,Bebidas,10800
738,03/09/2024,59,4,4578,Lentejas,Conservas,2600
739,06/06/2024,109,6,1437,Arroz,Conservas,3400
740,10/10/2024,62,3,3383,Manzanas,Frutas y Verduras,5200
741,20/03/2024,222,6,2771,Galletitas de agua,Galletitas y Snacks,4200
742,06/12/2024,45,5,1726,Salchicha,Carniceria,9000
743,22/06/2024,271,5,4929,Manteca,Lacteos,4500
744,14/05/2024,326,1,4051,Pollo,Carniceria,14800
745,29/09/2024,230,5,4051,Pollo,Carniceria,14800
746,08/07/2024,47,4,5057,Galletitas de chocolate,Galletitas y Snacks,5000
747,16/11/2024,84,1,2800,Zanahorias,Frutas y Verduras,2600
748,21/12/2024,326,5,2429,Costilla de cerdo,Carniceria,11400
749,24/12/2024,153,3,3125,Facturas,Panaderia,9900
750,27/06/2024,198,2,1363,Vino tinto,Bebidas,10800
751,25/04/2024,259,2,3731,Papas fritas,Congelados,6600
752,20/10/2024,48,3,2908,Empanadas,Congelados,10800
753,01/10/2024,99,3,1726,Salchicha,Carniceria,9000
754,29/06/2024,216,4,3731,Papas fritas,Congelados,6600
755,30/09/2024,109,6,4929,Manteca,Lacteos,4500
756,13/03/2024,81,4,1619,Pan frances,Panaderia,6500
757,16/08/2024,52,6,2099,Queso rallado,Lacteos,15400
758,29/10/2024,168,2,1726,Salchicha,Carniceria,9000
759,29/10/2024,4,6,4068,Chorizo,Carniceria,9000
760,22/10/2024,4,5,3637,Jugos de frutas,Bebidas,7600
761,08/09/2024,16,6,4769,Manies,Galletitas y Snacks,4400
762,13/03/2024,81,5,3167,Queso cremoso,Lacteos,13800
763,26/04/2024,254,2,4978,Agua mineral,Bebidas,5000
764,06/08/2024,43,2,4051,Pollo,Carniceria,14800
765,02/06/2024,229,4,1640,Pizza congelada,Congelados,12400
766,04/05/2024,166,6,3140,Milanesa,Carniceria,13000
767,22/10/2024,9,2,5057,Galletitas de chocolate,Galletitas y Snacks,5000
768,17/07/2024,168,5,4041,Tomates,Frutas y Verduras,5200
769,09/10/2024,289,5,3383,Manzanas,Frutas y Verduras,5200
770,26/07/2024,123,1,4051,Pollo,Carniceria,14800
771,27/07/2024,78,4,5057,Galletitas de chocolate,Galletitas y Snacks,5000
772,05/10/2024,141,6,3358,Yogur,Lacteos,4200
773,12/08/2024,247,2,1688,Hamburgesas congeladas,Congelados,7600
774,12/06/2024,148,4,4929,Manteca,Lacteos,4500
775,03/11/2024,71,6,3383,Manzanas,Frutas y Verduras,5200
776,13/07/2024,175,6,5137,Asado,Carniceria,22800
777,20/07/2024,235,1,4051,Pollo,Carniceria,14800
778,10/05/2024,46,1,5137,Asado,Carniceria,22800
779,16/02/2024,252,2,3125,Facturas,Panaderia,9900
780,14/12/2024,140,3,4043,Medialunas,Panaderia,2800
781,12/11/2024,68,5,1619,Pan frances,Panaderia,6500
782,05/12/2024,12,3,3358,Yogur,Lacteos,4200
783,24/02/2024,124,1,1363,Vino tinto,Bebidas,10800
784,23/02/2024,279,4,2429,Costilla de cerdo,Carniceria,11400
785,24/03/2024,132,5,4051,Pollo,Carniceria,14800
786,02/03/2024,292,6,4041,Tomates,Frutas y Verduras,5200
787,13/12/2024,325,6,4978,Agua mineral,Bebidas,5000
788,13/04/2024,52,1,2837,Papas chips,Galletitas y Snacks,6800
789,13/06/2024,129,1,1688,Hamburgesas congeladas,Congelados,7600
790,09/03/2024,119,6,2908,Empanadas,Congelados,10800
791,05/11/2024,210,2,5057,Galletitas de chocolate,Galletitas y Snacks,5000
792,25/04/2024,130,1,3327,Leche,Lacteos,9800
793,13/11/2024,175,2,3358,Yogur,Lacteos,4200
794,05/10/2024,302,4,3637,Jugos de frutas,Bebidas,7600
795,28/02/2024,256,6,1640,Pizza congelada,Congelados,12400
796,14/05/2024,281,4,1506,Garbanzos,Conservas,2900
797,21/11/2024,267,2,3327,Leche,Lacteos,9800
798,09/07/2024,10,5,2908,Empanadas,Congelados,10800
799,05/04/2024,55,1,4041,Tomates,Frutas y Verduras,5200
800,20/04/2024,56,3,2455,Cerveza,Bebidas,9200
801,18/02/2024,37,3,4978,Agua mineral,Bebidas,5000
802,05/07/2024,214,6,3327,Leche,Lacteos,9800
803,20/07/2024,227,4,3358,Yogur,Lacteos,4200
804,01/07/2024,154,2,2429,Costilla de cerdo,Carniceria,11400
805,25/09/2024,270,2,1688,Hamburgesas congeladas,Congelados,7600
806,22/04/2024,225,6,5057,Galletitas de chocolate,Galletitas y Snacks,5000
807,16/04/2024,181,5,3327,Leche,Lacteos,9800
808,18/05/2024,273,6,3637,Jugos de frutas,Bebidas,7600
809,06/02/2024,159,6,4041,Tomates,Frutas y Verduras,5200
810,02/09/2024,40,6,2908,Empanadas,Congelados,10800
811,07/09/2024,52,3,2228,Pan integral,Panaderia,10000
812,17/02/2024,280,4,4068,Chorizo,Carniceria,9000
813,08/12/2024,168,3,3545,Cebolla,Frutas y Verduras,3400
814,13/11/2024,262,4,3545,Cebolla,Frutas y Verduras,3400
815,06/05/2024,186,2,4929,Manteca,Lacteos,4500
816,18/08/2024,111,3,3140,Milanesa,Carniceria,13000
817,15/03/2024,31,2,3167,Queso cremoso,Lacteos,13800
818,30/05/2024,159,2,2429,Costilla de cerdo,Carniceria,11400
819,28/06/2024,252,4,3358,Yogur,Lacteos,4200
820,07/03/2024,148,3,4068,Chorizo,Carniceria,9000
821,13/02/2024,43,3,3327,Leche,Lacteos,9800
822,02/02/2024,1,4,5057,Galletitas de chocolate,Galletitas y Snacks,5000
823,20/10/2024,225,6,3125,Facturas,Panaderia,9900
824,20/05/2024,292,1,2182,Atun enlatado,Conservas,5000
825,29/06/2024,120,6,2455,Cerveza,Bebidas,9200
826,26/04/2024,137,5,1688,Hamburgesas congeladas,Congelados,7600
827,17/03/2024,246,2,3140,Milanesa,Carniceria,13000
828,03/10/2024,29,6,1688,Hamburgesas congeladas,Congelados,7600
829,18/08/2024,234,3,1541,Lechugas,Frutas y Verduras,3400
830,02/11/2024,55,1,1541,Lechugas,Frutas y Verduras,3400
831,12/04/2024,94,4,4041,Tomates,Frutas y Verduras,5200
832,20/09/2024,100,6,2800,Zanahorias,Frutas y Verduras,2600
833,04/06/2024,303,1,3637,Jugos de frutas,Bebidas,7600
834,03/11/2024,111,4,1640,Pizza congelada,Congelados,12400
835,09/11/2024,224,3,3327,Leche,Lacteos,9800
836,16/06/2024,165,4,2099,Queso rallado,Lacteos,15400
837,02/04/2024,102,3,2099,Queso rallado,Lacteos,15400
838,28/07/2024,304,3,2182,Atun enlatado,Conservas,5000
839,07/08/2024,35,6,1619,Pan frances,Panaderia,6500
840,23/10/2024,116,1,4978,Agua mineral,Bebidas,5000
841,20/10/2024,280,2,1726,Salchicha,Carniceria,9000
842,27/04/2024,307,4,3125,Facturas,Panaderia,9900
843,08/12/2024,7,1,3167,Queso cremoso,Lacteos,13800
844,03/04/2024,258,2,3545,Cebolla,Frutas y Verduras,3400
845,29/11/2024,318,4,5057,Galletitas de chocolate,Galletitas y Snacks,5000
846,22/11/2024,266,4,3327,Leche,Lacteos,9800
847,04/12/2024,244,3,2455,Cerveza,Bebidas,9200
848,11/07/2024,227,3,3327,Leche,Lacteos,9800
849,23/04/2024,177,2,2771,Galletitas de agua,Galletitas y Snacks,4200
850,29/12/2024,194,1,2771,Galletitas de agua,Galletitas y Snacks,4200
851,21/02/2024,13,2,3125,Facturas,Panaderia,9900
852,11/08/2024,139,3,1688,Hamburgesas congeladas,Congelados,7600
853,31/03/2024,176,2,1437,Arroz,Conservas,3400
854,05/08/2024,82,6,2455,Cerveza,Bebidas,9200
855,22/09/2024,35,2,3140,Milanesa,Carniceria,13000
